Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R102,33,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,391.476,-46.325,0.0,bottom
R301,100 1%,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,52.921,-99.443,270.0,bottom
R302,10k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,69.625,-99.575,270.0,bottom
R303,10k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,66.425,-99.575,270.0,bottom
R304,10k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,316.725,-53.475,90.0,bottom
R305,10k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,320.125,-53.475,90.0,bottom
R306,330,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,278.885,-37.675,180.0,bottom
R307,330,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,293.885,-37.675,180.0,bottom
R308,330,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,308.885,-37.675,180.0,bottom
R701,100k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,140.651,-56.653,180.0,bottom
R702,1M 1%,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,237.679,-70.836,0.0,bottom
R703,100 1%,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,241.825,-65.525,270.0,bottom
R705,5.1k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,149.3378,-38.375,0.0,bottom
R706,5.1k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,141.6924,-38.8828,0.0,bottom
R711,330k 1%,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,232.875,-67.075,90.0,bottom
U501,LQFP100,STM32F072VBT6,236.8311,-93.95,0.0,bottom
U701,USBLC6-2SC6,SOT-23-6,150.491,-86.541,270.0,bottom
U702,AP63203WU-7,TSOT-23-6_HandSoldering,140.8288,-69.8454,270.0,bottom
